Blockno,UnixTimestamp,DateTime (UTC),Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $3083.38454496098/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Total Value,Net Value,Fee Ratio,Time Gap,Block Gap,Total Value_z,Net Value_z,Fee Ratio_z,Time Gap_z,Block Gap_z
19557302,1711929767,2024-04-01 00:02:47,0.0,0,0.0,0.0004597515275135,1.41759075445734,3505.52,0.0,0.0,0.0004597525275135,0.0,0.0,-0.21885384984051884,-0.21885384984051884,-0.2211933912326859,-0.7720706989145539,-0.7729268195142854
19557302,1711929767,2024-04-01 00:02:47,0.0,0,0.0,0.0019989643952269,6.16357592217013,3505.52,0.0,0.0,0.0019989653952269,0.0,0.0,-0.21885384984051884,-0.21885384984051884,-0.22001945922141752,-0.7720706989145539,-0.7729268195142854
19557302,1711929767,2024-04-01 00:02:47,1.0,0,3083.38454496098,0.0520350281587617,160.444001621335,3505.52,1.0,1.0,1.0520350291587617,0.0,0.0,0.545073364079193,0.545073364079193,0.5808255532487946,-0.7720706989145539,-0.7729268195142854
19557304,1711929791,2024-04-01 00:03:11,0.0,0,0.0,0.0022809181564881,7.0329477920363,3505.52,0.0,0.0,0.0022809191564881,24.0,2.0,-0.21885384984051884,-0.21885384984051884,-0.21980441778498921,1.3089823978901738,1.3406275133112147
19557309,1711929851,2024-04-01 00:04:11,0.0,0,0.0,0.0020451833461076,6.3060867209998,3505.52,0.0,0.0,0.0020451843461076,60.0,5.0,-0.21885384984051884,-0.21885384984051884,-0.21998420879757802,4.430562043097265,4.510959012549465
19557311,1711929875,2024-04-01 00:04:35,0.0,0,0.0,0.002046161396673,6.30910242699747,3505.52,0.0,0.0,0.002046162396673,24.0,2.0,-0.21885384984051884,-0.21885384984051884,-0.21998346285470594,1.3089823978901738,1.3406275133112147
19557311,1711929875,2024-04-01 00:04:35,0.0,0,0.0,0.0021939425364476,6.76476850941514,3505.52,0.0,0.0,0.0021939435364475997,0.0,0.0,-0.21885384984051884,-0.21885384984051884,-0.21987075264140005,-0.7720706989145539,-0.7729268195142854
19557312,1711929887,2024-04-01 00:04:47,0.254,0,783.179674420089,0.0021223557024766,6.54403877192621,3505.52,0.254,0.254,0.25612235670247663,12.0,1.0,-0.02481633750491201,-0.02481633750491201,-0.026203782309336104,0.26845584948780987,0.2838503468984646
19557314,1711929911,2024-04-01 00:05:11,0.0,0,0.0,0.0038617384737261,11.9072247265684,3505.52,0.0,0.0,0.0038617394737261,24.0,2.0,-0.21885384984051884,-0.21885384984051884,-0.2185987524651391,1.3089823978901738,1.3406275133112147
19557315,1711929923,2024-04-01 00:05:23,0.0,0,0.0,0.0058734048974202,18.1099658870037,3505.52,0.0,0.0,0.005873405897420201,12.0,1.0,-0.21885384984051884,-0.21885384984051884,-0.21706448799769315,0.26845584948780987,0.2838503468984646
19557319,1711929971,2024-04-01 00:06:11,0.0,0,0.0,0.0020585416992861,6.34727566073657,3505.52,0.0,0.0,0.0020585426992861,48.0,4.0,-0.21885384984051884,-0.21885384984051884,-0.2199740206041559,3.3900354946949016,3.454181846136715
19557319,1711929971,2024-04-01 00:06:11,0.0,0,0.0,0.000597716259061,1.84298907546064,3505.52,0.0,0.0,0.000597717259061,0.0,0.0,-0.21885384984051884,-0.21885384984051884,-0.2210881678303957,-0.7720706989145539,-0.7729268195142854
19557319,1711929971,2024-04-01 00:06:11,0.0,0,0.0,0.0004374980809374,1.3489748212125,3505.52,0.0,0.0,0.0004374990809374,0.0,0.0,-0.21885384984051884,-0.21885384984051884,-0.22121036356565216,-0.7720706989145539,-0.7729268195142854
